"","district","indicator","value","category","unit","source1","source2"
"560","Mirpur Khas","Actual Beneficiaries Relative To District Population",49.4819317921697,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"561","Mohmand Agency","No Of Eligible Beneficiaries",53309,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"562","Mohmand Agency","Amount Deposited In Accounts",639.708,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"563","Mohmand Agency","No Of Beneficiaries Paid",47247,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"564","Mohmand Agency","Amount Withdrawn",572.96675,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"565","Mohmand Agency","Share Of Actual To Eligible Beneficiaries",88.6285617813127,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"566","Mohmand Agency","Eligible Beneficiaries Relative To District Population",82.280092765091,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"567","Mohmand Agency","Actual Beneficiaries Relative To District Population",72.9236628500301,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"568","Multan","No Of Eligible Beneficiaries",382033,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"569","Multan","Amount Deposited In Accounts",4584.396,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"570","Multan","No Of Beneficiaries Paid",334472,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"571","Multan","Amount Withdrawn",4044.008,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"572","Multan","Share Of Actual To Eligible Beneficiaries",87.5505519156722,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"573","Multan","Eligible Beneficiaries Relative To District Population",38.2117119397774,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"574","Multan","Actual Beneficiaries Relative To District Population",33.4545646997019,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"575","Musakhel","No Of Eligible Beneficiaries",13214,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"576","Musakhel","Amount Deposited In Accounts",158.568,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"577","Musakhel","No Of Beneficiaries Paid",11084,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"578","Musakhel","Amount Withdrawn",142.41525,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"579","Musakhel","Share Of Actual To Eligible Beneficiaries",83.8807325563796,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"580","Musakhel","Eligible Beneficiaries Relative To District Population",41.2629207162042,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"581","Musakhel","Actual Beneficiaries Relative To District Population",34.6116401709102,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"582","Muzaffargarh","No Of Eligible Beneficiaries",484942,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"583","Muzaffargarh","Amount Deposited In Accounts",5819.304,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"584","Muzaffargarh","No Of Beneficiaries Paid",435662,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"585","Muzaffargarh","Amount Withdrawn",5253.19925,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"586","Muzaffargarh","Share Of Actual To Eligible Beneficiaries",89.8379600034643,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"587","Muzaffargarh","Eligible Beneficiaries Relative To District Population",55.8839168446073,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"588","Muzaffargarh","Actual Beneficiaries Relative To District Population",50.2049708632276,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"589","Nankana Sahib","No Of Eligible Beneficiaries",95258,"Ehsaas Cash Total","","indicator: Number of beneficiaries eligible for cash support","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"590","Nankana Sahib","Amount Deposited In Accounts",1143.096,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) deposited in accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"591","Nankana Sahib","No Of Beneficiaries Paid",79302,"Ehsaas Cash Total","","indicator: Number of beneficiaries paid","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"592","Nankana Sahib","Amount Withdrawn",958.0065,"Ehsaas Cash Total","(million Rs)","indicator: Amount (million Rs.) withdrawn from accounts","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"593","Nankana Sahib","Share Of Actual To Eligible Beneficiaries",83.2497008125302,"Ehsaas Cash Total","(%)","indicator: Share Of Actual To Eligible Beneficiaries","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"594","Nankana Sahib","Eligible Beneficiaries Relative To District Population",33.7643713035733,"Ehsaas Cash Total","(%)","indicator: Eligible Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
"595","Nankana Sahib","Actual Beneficiaries Relative To District Population",28.1087380914565,"Ehsaas Cash Total","(%)","indicator: Actual Beneficiaries Relative To District Population - adj for family size as per BISP/PASS criterion and population growth","Category: Ehsaas cash total includes Category I, Category II, Category III, Category III-A, Category IV, Category V"
